username,post_date,caption,like_count,comment_count,media_type,hashtags,post_url
sh.ane5651,2025-12-21 05:31:08+00:00,#소머드 #모션힐 #소머드매트리스,2,0,Sidecar,"['소머드', '모션힐', '소머드매트리스']",https://www.instagram.com/p/DSg4uMdCU_1/
sh.ane5651,2025-12-28 01:11:15+00:00,"청계천박물관에서 열리고 있는 개관 20주년 특별전 
《청계천 사람들: 삶과 기억의 만남》
조선시대부터 현대까지 시대별 다양한 사람들의 모습을 통해 청계천이 어떻게 변화해 왔는지를 볼 수 있었죠. 온 김에 청계천박물관 전부 감상하고 갑니다. 

#청계천박물관 #청계천박물관전시 #특별전시 #청계천사람들 @seoulmuse_cgcm",3,0,Sidecar,"['청계천박물관', '청계천박물관전시', '특별전시', '청계천사람들']",https://www.instagram.com/p/DSyci8KElqT/
bhr12_16,2025-12-29 16:07:48+00:00,"@deig_official  #데이그 #히알루론산크림 #수분크림 #고보습크림 #물광크림

이번에 데이그 히알루로닉 크림을 써보았습니다

- 히알루론산, 아쿠악실 등이 함유되어 피부에 풍부한 수분보습감을 선사하는 데일리 수분크림
- 스쿠알란, 판테놀, 자일리톨, 센티드제라늄꽃오일 등 함유

짜서 쓰는 튜브형이며 제형자체는 약간 묽고 불투명한 하얀 크림입니다
향이 자일리톨 향이 나는데 얼굴에 바를때 크게 거슬리지는 않습니다
가볍게 잘 발리며 번들거림없이 촉촉하고 산뜻한 느낌이납니다
데일리 수분크림으로 딱이며 적당한 보습감 유지도 되어 요즘 같은 쌀쌀한 날씨에도 좋네요

수부지, 지성, 건성 모두에게 잘 쓰일것 같은 제품입니다",2,0,Sidecar,"['데이그', '히알루론산크림', '수분크림', '고보습크림', '물광크림']",https://www.instagram.com/p/DS2n8UmE2iH/
bhr12_16,2026-01-03 14:24:55+00:00,"@mdspick_official  #테카테카 #밀착력좋은마스크팩 #데일리마스크팩 #진정마스크팩 #수분마스크팩

협찬광고
이번에 엠디스픽 테카테카 카밍 세럼 인 마스크팩을 써보게되었습니다 

테카세럼을 가득담아 진정이 필요한 피부에 편안함을 제공하고, 피부장벽 케어를 도와 민감 피부를 달래주는 저자극 테카 마스크팩입니다
- 밀착력 좋은 비건시트
- 피부 저자극 테스트 완료 
- 밀도 있는 수분제형
- 판테놀, 로즈마리잎추출물, 마데카소사이드, 아시아티코사이드, 아시아틱애씨드, 마데카식애씨드, 나이아신아마이드 등이 함유

팩 시트가 비건 원단 시트라 환경에도 좋고 생각보다 얼굴에 잘 붙어있습니다
팩을 꺼내도 안에 세럼이 많이 들어 있어서 팔다리에 바를 정도네요
사용법에 적힌대로 15분 꽉 채워서 얼굴에 붙여보았는데 빨리 마르거나 마르면서 제 얼굴의 수분을 다시 가져가는 일은 없었습니다 
테카 세럼이 들어가서인지 특유의 허브향이랄까 그런게 살짝나는데 크게 거슬리지는 않았습니다
피부가 마스크팩 전에는 건조했는데 떼어내고 난후 바로 수분감있고 촉촉해지고 편안해졌습니다
최근에 여드름 난 부위에도 팩이 붙여졌는데 자극이 가거나 더 커지지않고 하루 지나니 좀 덜 빨개지는게 보였습니다

여드름성 피부인데 진정과 보습 둘다 잡고 싶은 분들꺼 추천드립니다",2,0,Sidecar,"['테카테카', '밀착력좋은마스크팩', '데일리마스크팩', '진정마스크팩', '수분마스크팩']",https://www.instagram.com/p/DTDUJJak-o_/
bhr12_16,2026-01-05 15:02:50+00:00,"@deoproce.official  #디오프러스 #인텐스세라마이드리페어크림 

이번에 디오프러스 인텐스 세라마이드 리페어 크림을 써보았습니다 

제품소개 
- 미백, 주름개선 2중 기능성 화장품 
- 24시간 보습 지속력 테스트 완료
- 피부 일차 저자극 테스트 완료
- 피부 탄력개선 효능 평가 테스트 완료
- 특수 공법으로 추출된 HME-HYBRID 성분과 세라마이드 리포좀 성분이 피부에 영양과 보습을 줌
- DERMA CERA 1,000ppm

사용후기
- 단지형 제품으로 따로 스푼은 없습니다
세라마이드 성분이 있어서 꾸덕하고 무거울줄 알았는데 생각보다 일반 나이트 크림 보다 살짝 가볍고 발림성도 좋습니다
향이 비누향이나고 생각보다 괜찮습니다
크림 색은 흰색이나 바르면 무색이며 즉각적인 수분공급과 속건조가 같이 잡힙니다

가벼우면서 세라마이드 성분이 들어간 제품 찾는분, 향 좋은 크림 찾는분, 수분 부족 지성분들, 탄력과 보습 같이 챙기고 싶은 분들께 추천드립니다",1,0,Sidecar,"['디오프러스', '인텐스세라마이드리페어크림']",https://www.instagram.com/p/DTIiElqk76A/
bhr12_16,2025-12-30 15:51:03+00:00,"@genabelle_official  #PDRN립에센스 #제나벨 #립밤추천 #립케어 #탱글볼륨립밤 

이번에 제나벨 피디알앤 인리치드 립 에센스를 써보게되었습니다

- 연어 추출 PDRN과 식물성 스쿠알란으로 이루어진 PDRNane 컴플렉스가 1% 함유되어 연약하고 건조한 입술 피부를 부드럽고 촉촉하게 가꿔줌
- 피마자씨오일, 시어버터, 스쿠알란, 병풀 추출물 등이 함유

짜서 쓰는 튜브형이며 끝에 토출구로 입술에 편하게 바를수 있습니다
내용물은 무색에 무향입니다
사진 보시다시피 입술이 각질이 일어나고 심하게 건조해서 하얗게 올라와있는데 립밤 바르면 각질이 순식간에 잠재워지고 촉촉하고 반짝이는 광이 나는게 보입니다
하루종일 건조하고 각질때문에 피가난 입술이 편해져서 좋았습니다 
많이 끈적이지 않고 적당히 가벼운데 점성은 잘 없고 묽어서 낮에 쓰기도 편할것 같습니다

데일리로 가볍게 자주 바를 립밤이 필요한분, 바르자마자 각질 잠재우고 물광 효과 내고 싶은분께 추천드립니다",2,0,Sidecar,"['PDRN립에센스', '제나벨', '립밤추천', '립케어', '탱글볼륨립밤']",https://www.instagram.com/p/DS5K0jsE7Gr/
bhr12_16,2026-01-03 12:10:02+00:00,"#히알루로닉 #수분클렌징 #약산성클렌징 #딥클렌징 

이번에 프레티 약산성 히알루로닉 클렌징 오일을 써보았습니다

- 피부 저자극 테스트 완료
- 바이옴 성분이 함유
- 10가지 히알루론산 함유

세정력 테스트를 위해 블러셔, 아이라이너 2종을 발랐습니다
오일 반만 펌핑하여서 문질러주니 바로 녹아들면서 끈적임없이 잘 롤링 되었습니다
물로 씻어내니 흔적없이 말끔하게 세정되었고 자극이나 잔여물이 없었습니다
마무리감이 오일인데도 기름지지않고 산뜻하며 그렇다고 건조하지도 않아서 평소에 클렌징 오일이 기름져서 못 쓰시는 분들이 좋아할것 같습니다

수부지, 지성, 끈적임 없는 클렌징 오일 원하시는 분들께 추천드립니다",2,0,Sidecar,"['히알루로닉', '수분클렌징', '약산성클렌징', '딥클렌징']",https://www.instagram.com/p/DTDEtR8E2EP/
heoseonmi9232,2025-11-21 07:49:21+00:00,"초록,핑크빛 ,햇살 가득 창가에서 
마음까지 펀안해지는 하루. 

#아산카페#지새울🎄❤️ #핑크뮬리🌸 #카페투어☕️",8,1,Video,"['아산카페', '지새울🎄❤️', '핑크뮬리🌸', '카페투어☕️']",https://www.instagram.com/p/DRT3hU1gdl0/
heoseonmi9232,2025-10-15 06:06:43+00:00,"🎈카페 앤/카페앤 179
 
위치: 충남 아산시 염치읍 은행나무길 179

동화 속 유럽 저택 느낌  외관,빨간 문, 초록문 포인트

갤러리 감성/넓은 공간&자연 뷰 

데크, 야외좌석 

주차장 넉넉하고 키즈 케어존 (3층)

사진보다 실물이 훨씬 이쁜 카페 추천!!!

#아산카페#아산핫플#은행나무길#유럽풍#앤카페 카페#감성카페#동화카페#카페데이트#카페투어#카페앤179☕🌿",6,0,Video,"['아산카페', '아산핫플', '은행나무길', '유럽풍', '앤카페', '감성카페', '동화카페', '카페데이트', '카페투어', '카페앤179☕🌿']",https://www.instagram.com/p/DP0bDE5AQcD/
heoseonmi9232,2025-12-03 03:28:42+00:00,,5,0,Video,[],https://www.instagram.com/p/DRyUYZ_AZ27/
heoseonmi9232,2025-10-11 02:31:50+00:00,"#2박3일 #부산여행#부산#해운대#태종대
#광안리#이재모피자🍕#ktx🚄타고#흰여울문화마을
#기차여행
#15년만에 
#다시방문
#둘이엇다가넷이되엇네",6,0,Video,"['2박3일', '부산여행', '부산', '해운대', '태종대', '광안리', '이재모피자🍕', 'ktx🚄타고', '흰여울문화마을', '기차여행', '15년만에', '다시방문', '둘이엇다가넷이되엇네']",https://www.instagram.com/p/DPpvgKLgSKH/
heoseonmi9232,2025-10-16 06:27:35+00:00,"스무봉쯤 시도끝에 드디어 찾은  아들 이름!!😁

#칸쵸이름찾기#칸쵸이름찾기이벤트🎁 #칸쵸내이름을찾아라‼️ 
#칸쵸",6,2,Image,"['칸쵸이름찾기', '칸쵸이름찾기이벤트🎁', '칸쵸내이름을찾아라‼️', '칸쵸']",https://www.instagram.com/p/DP3Ct-CgTcv/
kimjunyp,2025-11-10 09:29:31+00:00,나의 작은 알파카 삐삐,-1,5,Sidecar,[],https://www.instagram.com/p/DQ3vaSkCbg4/
kimjunyp,2025-01-16 10:53:55+00:00,좋았습니다 매우,-1,0,Sidecar,[],https://www.instagram.com/p/DE4kLzRv9kP/
kimjunyp,2025-11-10 14:27:13+00:00,제주 이것저것그것,-1,9,Sidecar,[],https://www.instagram.com/p/DQ4Rey8iYta/
kimjunyp,2025-02-21 08:45:30+00:00,하하호호 대학 생활 끝~!,-1,13,Sidecar,[],https://www.instagram.com/p/DGVCGvGJ71a/
kimjunyp,2025-01-11 10:24:43+00:00,푸바오를 데리고 오지 못했다,-1,12,Sidecar,[],https://www.instagram.com/p/DEro3f6pjMi/
tjtjvhvh,,,0,0,Image,[],https://www.instagram.com/tjtjvhvh
jk_minkyung,2025-12-25 06:54:52+00:00,"2025.12.25

영하1도  추운 하루의 시작을 SOC 그녀들과함께..
광진교-암사대교찍고 성내천 Just 12.25K

오늘하루도 몸과마음을 비우고 시작~~

해피 크리스마스!!!",22,4,Sidecar,[],https://www.instagram.com/p/DSrVe_dEt4K/
jk_minkyung,2025-11-19 09:12:02+00:00,"요즘삼각런~♡
다같이 뜁시다

@yozm_korea @fleetrunner 

#그릭요거트요즘",12,1,Video,['그릭요거트요즘'],https://www.instagram.com/p/DRO4ahrknRk/
jk_minkyung,2025-10-12 05:47:49+00:00,"가을의 레이스!!
상반기부상등으로 관점을 바꾸는 러닝도입
즐기는마음.. 상태를고려한 운동.. 그리고 나를 믿어보는 나만의 페이스와주법
그리고 함께 하는 이들..
1시간55분을 목표로 530으로 밀어서가보자...
중간보니 몸이 괜찮아 520컷오프로 삼고 520되면 5초당기고

주로7K지점 @jamsilshinyubi 만나고 역쉬 잘달리신다...
끝나고 @yoo_seungyeon 첫대면하고

피니쉬라인을 손을 올리며 들어온다..
스스로를 칭찬한다!

마지막 피날레 함께한 SOC분들과 점심
@leekj_0908
@bluelinus
@yeong.0329 

도움주신분들

@run___cop 
@slow.but.better.yoga 
@comport.official 
그리고 SOC 분들...",27,7,Video,[],https://www.instagram.com/p/DPsqPWIkm-H/
jk_minkyung,2025-11-16 04:02:11+00:00,"2025.11.15 
가을 끝자락.. 
천명한 하늘아래 너무나 아름다운 자연.. 그리고 햇살의 보살핌에 반짝이는 가을의 꽃_단풍

제대로 즐겼다
W/@humanrace_funrun
@atom.sy @leekj_0908
#휴먼레이스#가오리런#트레일러닝",8,3,Video,"['휴먼레이스', '가오리런', '트레일러닝']",https://www.instagram.com/p/DRGmeYmEmCs/
jk_minkyung,2026-01-04 08:23:30+00:00,"2026.01.03

동네 달리기모임을 시작으로 여차저차 확대한 connection..& networking 

예봉산1코스-2코스를 오르다.

양평일대를 크게 애둘러 *우리노가리* @jihyerouny 샘 사업장도 들러 맛있게먹고!!!

예빈산-예봉산-우리노가리식당 코스로 다녀오세요

함께한이들..

@partyfinger_flower @yunjung_perfectlife @gsmoon010",20,1,Sidecar,[],https://www.instagram.com/p/DTFPk4BEmMk/
